TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,10,7,23,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,10,15,9,49,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,10,21,17,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,10,28,12,30,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,10,29,0,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,11,3,5,30,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,11,3,12,28,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,23,23,0,"X NK_LOC ST  ""1000 STOVOLD LANE""",,492765.937433,5458793.303169999
Theft from Vehicle,2019,11,11,13,0,X PANTAGES LN,West End,489706.280773,5459312.702819999
Theft from Vehicle,2019,10,22,1,46,X SMITHE MEWS,Central Business District,491866.05001899996,5457878.50428
Theft from Vehicle,2019,8,11,16,0,X SMITHE ST,Central Business District,491779.161717,5458019.13667
Theft from Vehicle,2019,8,11,16,44,X SMITHE ST,Central Business District,491779.161717,5458019.13667
Theft from Vehicle,2019,11,8,22,0,X W 19TH AVE,Riley Park,492360.365678,5455668.34946
Theft of Bicycle,2019,8,5,1,0,10XX BARCLAY ST,West End,490847.139535,5458872.683209999
Theft of Bicycle,2019,9,12,9,0,10XX BARCLAY ST,West End,490863.98363999993,5458841.92937
Theft of Bicycle,2019,9,6,18,15,10XX BARCLAY ST,West End,490900.71882,5458803.65615
Theft of Bicycle,2019,7,1,12,0,10XX BEACH AVE,West End,490227.22245500004,5458210.37851
Theft of Bicycle,2019,7,31,17,0,10XX BEACH AVE,West End,490232.615714,5458203.35597
Theft of Bicycle,2019,9,5,21,0,10XX BEACH AVE,Central Business District,490269.909959,5458141.1263
Theft of Bicycle,2019,8,7,17,0,10XX BEATTY WALK,Central Business District,491349.01844099996,5458008.1089699995
Theft of Bicycle,2019,11,9,15,0,10XX BURNABY ST,West End,490480.711257,5458458.86317
Theft of Bicycle,2019,8,19,11,0,10XX BURRARD ST,West End,490729.63027100003,5458622.13951
Theft of Bicycle,2019,9,10,21,30,10XX BURRARD ST,West End,490729.63027100003,5458622.13951
Theft of Bicycle,2019,10,4,20,40,10XX BURRARD ST,Central Business District,490730.37438900006,5458609.86712
Theft of Bicycle,2019,10,12,10,0,10XX BUTE ST,West End,490422.680959,5458907.077269999
Theft of Bicycle,2019,7,12,15,21,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
Theft of Bicycle,2019,7,19,19,51,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
Theft of Bicycle,2019,8,4,9,40,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
Theft of Bicycle,2019,8,19,13,40,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
Theft of Bicycle,2019,8,28,18,55,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
Theft of Bicycle,2019,8,30,14,30,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
Theft of Bicycle,2019,10,18,2,42,10XX CANADA PL,Central Business District,491493.37775100005,5459541.94739
Theft of Bicycle,2019,9,6,19,0,10XX COMOX ST,West End,490653.75895,5458753.91389
Theft of Bicycle,2019,9,11,20,9,10XX DENMAN ST,West End,489842.066905,5459563.5454
Theft of Bicycle,2019,8,11,13,28,10XX E 16TH AVE,Kensington-Cedar Cottage,493948.856895,5455949.42772
Theft of Bicycle,2019,8,12,13,0,10XX E 59TH AVE,Sunset,493779.146324,5451519.69267
Theft of Bicycle,2019,9,11,19,0,10XX E 7TH AVE,Mount Pleasant,494011.14407399995,5456833.54619
Theft of Bicycle,2019,7,15,12,0,10XX E PENDER ST,Strathcona,494060.988918,5458587.912959999
Theft of Bicycle,2019,8,9,17,5,10XX EXPO BLVD,Central Business District,491511.523728,5457975.62575
Theft of Bicycle,2019,8,29,11,39,10XX GREAT NORTHERN WAY,Strathcona,494040.905775,5456959.05478
Theft of Bicycle,2019,9,21,6,30,10XX GREAT NORTHERN WAY,Strathcona,494040.905775,5456959.05478
Theft of Bicycle,2019,7,22,1,0,10XX HARWOOD ST,West End,490426.086101,5458359.20034
Theft of Bicycle,2019,8,23,20,30,10XX HARWOOD ST,West End,490431.944934,5458353.23438
Theft of Bicycle,2019,7,21,18,0,10XX HARWOOD ST,West End,490435.969182,5458336.08765
Theft of Bicycle,2019,8,1,22,0,10XX HOMER ST,Central Business District,491167.092853,5458201.75911
Theft of Bicycle,2019,9,18,22,0,10XX IRONWORK PASS,Fairview,490704.20463900006,5457226.60977
Theft of Bicycle,2019,8,1,18,0,10XX MAIN ST,Central Business District,492722.69579300005,5458058.00803
Theft of Bicycle,2019,7,9,18,0,10XX MAIN ST,Strathcona,492744.14674799994,5458124.62429
Theft of Bicycle,2019,7,17,0,0,10XX MAINLAND ST,Central Business District,491239.896019,5458111.0872
Theft of Bicycle,2019,9,17,15,0,10XX MARINASIDE CRES,Central Business District,491365.488984,5457865.89198
Theft of Bicycle,2019,10,12,0,0,10XX MARINASIDE CRES,Central Business District,491400.60608,5457863.2867
Theft of Bicycle,2019,9,22,0,5,10XX QUEBEC ST,Central Business District,492586.91498299997,5458039.829419999
Theft of Bicycle,2019,8,13,22,0,10XX SALSBURY DR,Grandview-Woodland,495089.705775,5458093.40276
Theft of Bicycle,2019,7,28,21,30,10XX THURLOW ST,West End,490686.75728,5458860.45699
Theft of Bicycle,2019,9,3,19,0,10XX W 12TH AVE,Fairview,490648.058775,5456427.619530001
Theft of Bicycle,2019,10,26,0,0,10XX W 13TH AVE,Fairview,490696.284199,5456324.14
Theft of Bicycle,2019,8,3,12,0,10XX W 43RD AVE,Oakridge,490668.875505,5453269.32189
Theft of Bicycle,2019,9,22,0,0,10XX W 47TH AVE,Oakridge,490632.516616,5452851.65216
Theft of Bicycle,2019,7,17,20,42,10XX W BROADWAY AVE,Fairview,490765.72581800004,5456741.80485
Theft of Bicycle,2019,7,15,9,0,10XX W BROADWAY AVE,Fairview,490782.36146899994,5456741.37908
Theft of Bicycle,2019,7,22,14,0,10XX W CORDOVA ST,Central Business District,491545.861831,5459437.99818
Theft of Bicycle,2019,10,13,0,0,10XX W CORDOVA ST,Central Business District,491546.767794,5459447.34227
Theft of Bicycle,2019,10,24,17,15,10XX W GEORGIA ST,West End,491185.552071,5459081.17095
Theft of Bicycle,2019,10,8,11,0,10XX W HASTINGS ST,Central Business District,491385.900755,5459438.5889
Theft of Bicycle,2019,11,4,21,0,11XX BARCLAY ST,West End,490719.758655,5458990.73408
Theft of Bicycle,2019,8,24,9,0,11XX BARCLAY ST,West End,490728.40136499994,5458982.00801
Theft of Bicycle,2019,8,26,21,0,11XX BARCLAY ST,West End,490749.302634,5458973.899259999
Theft of Bicycle,2019,7,31,16,0,11XX BEACH AVE,West End,490136.17241400003,5458353.31608
Theft of Bicycle,2019,8,20,14,20,11XX BURNABY ST,West End,490258.242444,5458667.68005
Theft of Bicycle,2019,11,9,1,0,11XX BURNABY ST,West End,490282.370035,5458656.853999999
Theft of Bicycle,2019,7,27,16,30,11XX CHESTNUT ST,Kitsilano,489371.206284,5458167.6272
Theft of Bicycle,2019,7,5,12,35,11XX DAVIE ST,West End,490445.62313500006,5458638.49088
Theft of Bicycle,2019,7,17,22,0,11XX DENMAN ST,West End,489715.35239899997,5459422.98596
Theft of Bicycle,2019,11,4,9,0,11XX E 22ND AVE,Kensington-Cedar Cottage,494096.93819799996,5455344.50426
Theft of Bicycle,2019,11,7,7,0,11XX E 26TH AVE,Kensington-Cedar Cottage,494145.398926,5455000.77037
Theft of Bicycle,2019,11,14,11,42,11XX FRANKLIN ST,Strathcona,494139.140947,5458846.99967
Theft of Bicycle,2019,8,15,22,0,11XX GILFORD ST,West End,489647.196495,5459582.1599
Theft of Bicycle,2019,8,4,23,15,11XX HAMILTON ST,Central Business District,491146.25953000004,5458095.60735
Theft of Bicycle,2019,9,9,20,0,11XX HARO ST,West End,490719.12281000003,5459157.076719999
Theft of Bicycle,2019,10,6,19,0,11XX HARO ST,West End,490800.676947,5459060.294369999
Theft of Bicycle,2019,9,18,6,40,11XX HARO ST,West End,490824.277551,5459049.17957
Theft of Bicycle,2019,9,2,23,0,11XX HARWOOD ST,West End,490220.03417700005,5458566.34746
Theft of Bicycle,2019,7,24,22,0,11XX HOMER ST,Central Business District,491082.71467799996,5458117.32927
Theft of Bicycle,2019,7,10,18,0,11XX HORNBY ST,Central Business District,490751.61557200004,5458494.06109
Theft of Bicycle,2019,8,7,12,17,11XX HORNBY ST,Central Business District,490790.499292,5458521.20024
Theft of Bicycle,2019,9,3,20,0,11XX HOWE ST,Central Business District,490828.760324,5458434.03661
Theft of Bicycle,2019,9,20,19,0,11XX HOWE ST,Central Business District,490862.757009,5458455.45873
Theft of Bicycle,2019,11,14,19,24,11XX HOWE ST,Central Business District,490862.757009,5458455.45873
Theft of Bicycle,2019,7,20,0,49,11XX MAINLAND ST,Central Business District,491154.47397700005,5458026.00313
Theft of Bicycle,2019,10,8,15,0,11XX ODLUM DR,Grandview-Woodland,494483.821861,5458006.22058
Theft of Bicycle,2019,10,10,0,0,11XX ODLUM DR,Grandview-Woodland,494483.821861,5458006.22058
Theft of Bicycle,2019,10,14,12,41,11XX ODLUM DR,Grandview-Woodland,494483.821861,5458006.22058
Theft of Bicycle,2019,8,4,23,30,11XX PENDRELL ST,West End,490439.73267600004,5458801.36921
Theft of Bicycle,2019,10,3,12,0,11XX PENDRELL ST,West End,490439.73267600004,5458801.36921
Theft of Bicycle,2019,9,7,23,0,11XX QUEBEC ST,Central Business District,492593.49202600005,5457992.6244
Theft of Bicycle,2019,10,8,7,57,11XX QUEBEC ST,Central Business District,492601.70506899996,5457942.26236
Theft of Bicycle,2019,9,12,17,30,11XX ROBSON ST,West End,490842.84479799995,5459185.55186
Theft of Bicycle,2019,9,2,17,0,11XX SEYMOUR ST,Central Business District,490894.32855100004,5458208.1336199995
Theft of Bicycle,2019,7,11,12,26,11XX SEYMOUR ST,Central Business District,490997.82188500004,5458311.19566
Theft of Bicycle,2019,8,15,1,30,11XX STATION ST,Strathcona,492834.92400600004,5457930.2559400005
Theft of Bicycle,2019,10,25,17,0,11XX STATION ST,Strathcona,492834.92400600004,5457930.2559400005
Theft of Bicycle,2019,11,11,17,30,11XX THE CASTINGS ST,Fairview,490464.103712,5457131.91414
Theft of Bicycle,2019,8,20,5,0,11XX VICTORIA DR,Grandview-Woodland,495228.6495020001,5457995.909419999
Theft of Bicycle,2019,10,30,18,0,11XX W 11TH AVE,Fairview,490495.431163,5456538.95361
Theft of Bicycle,2019,10,14,12,30,11XX W 42ND AVE,Oakridge,490439.552487,5453382.64884
Theft of Bicycle,2019,7,20,0,0,11XX W 6TH AVE,Fairview,490494.426163,5457037.94178
Theft of Bicycle,2019,9,10,9,0,11XX W GEORGIA ST,West End,490902.731429,5459360.59965
Theft of Bicycle,2019,10,14,8,0,11XX W GEORGIA ST,Central Business District,490997.934798,5459279.61984
Theft of Bicycle,2019,8,19,23,27,11XX W HASTINGS ST,Central Business District,491219.15193100006,5459510.16743
Theft of Bicycle,2019,9,5,18,0,11XX W PENDER ST,Central Business District,491229.241892,5459423.35439
Theft of Bicycle,2019,9,18,22,0,12XX BIDWELL ST,West End,489725.587795,5459214.9751
Theft of Bicycle,2019,8,1,12,0,12XX BURNABY ST,West End,490152.25751,5458787.77254
Theft of Bicycle,2019,8,23,0,0,12XX BURNABY ST,West End,490152.25751,5458787.77254
Theft of Bicycle,2019,8,15,10,0,12XX BURRARD ST,Central Business District,490562.836683,5458441.0069
Theft of Bicycle,2019,8,16,3,38,12XX BURRARD ST,Central Business District,490562.836683,5458441.0069
Theft of Bicycle,2019,8,16,12,0,12XX BURRARD ST,Central Business District,490562.836683,5458441.0069
Theft of Bicycle,2019,8,17,22,30,12XX BURRARD ST,Central Business District,490562.836683,5458441.0069
Theft of Bicycle,2019,9,5,10,45,12XX BURRARD ST,Central Business District,490603.33821400005,5458481.09371
Theft of Bicycle,2019,7,5,20,0,12XX COMOX ST,West End,490397.115371,5459009.4773
Theft of Bicycle,2019,10,26,0,1,12XX DENMAN ST,West End,489684.432829,5459391.90529
Theft of Bicycle,2019,7,10,20,0,12XX E 13TH AVE,Mount Pleasant,494223.046066,5456219.01932
Theft of Bicycle,2019,10,5,19,0,12XX E PENDER ST,Strathcona,494274.91877299995,5458624.693390001
Theft of Bicycle,2019,10,7,22,0,12XX E PENDER ST,Strathcona,494274.91877299995,5458624.693390001
Theft of Bicycle,2019,8,17,14,0,12XX FRANKLIN ST,Strathcona,494252.16496,5458835.76101
Theft of Bicycle,2019,8,27,22,0,12XX HAMILTON ST,Central Business District,491074.838908,5458010.8658
Theft of Bicycle,2019,8,13,3,30,12XX HARWOOD ST,West End,490074.52976899996,5458697.45424
Theft of Bicycle,2019,9,4,10,35,12XX HARWOOD ST,West End,490124.30315600004,5458660.976
Theft of Bicycle,2019,9,29,16,30,12XX HOMER ST,Central Business District,491003.11047200003,5458037.89786
Theft of Bicycle,2019,8,9,17,0,12XX HORNBY ST,Central Business District,490582.108649,5458308.10936
Theft of Bicycle,2019,7,4,5,0,12XX HOWE ST,Central Business District,490650.590435,5458254.62287
Theft of Bicycle,2019,11,3,17,0,12XX HOWE ST,Central Business District,490735.288505,5458339.46516
Theft of Bicycle,2019,7,2,23,0,12XX MARINASIDE CRES,Central Business District,491187.192996,5457709.583980001
Theft of Bicycle,2019,10,23,23,30,12XX NICOLA ST,West End,489929.4838,5459021.07107
Theft of Bicycle,2019,11,3,16,26,12XX QUEBEC ST,Central Business District,492605.679641,5457923.8647
Theft of Bicycle,2019,7,12,9,15,12XX RICHARDS ST,Central Business District,490851.82180100004,5458026.63925
Theft of Bicycle,2019,7,28,0,0,12XX RICHARDS ST,Central Business District,490919.39398500003,5458083.13387
Theft of Bicycle,2019,11,12,8,12,12XX SEYMOUR ST,Central Business District,490827.88216899993,5458141.09225
Theft of Bicycle,2019,8,5,19,30,12XX SHOREPINE WALK,Fairview,490280.37856499996,5457251.790469999
Theft of Bicycle,2019,8,22,15,0,12XX W 10TH AVE,Fairview,490377.01540100004,5456654.10012
Theft of Bicycle,2019,9,3,19,0,12XX W 11TH AVE,Fairview,490427.32091999997,5456540.42315
Theft of Bicycle,2019,8,30,14,0,12XX W 12TH AVE,Fairview,490321.220464,5456441.802019999
Theft of Bicycle,2019,8,17,12,0,12XX W 7TH AVE,Fairview,490420.192638,5456945.393130001
Theft of Bicycle,2019,8,23,18,0,12XX W GEORGIA ST,West End,490879.260108,5459383.75851
Theft of Bicycle,2019,8,23,0,0,13XX ALBERNI ST,West End,490700.654425,5459484.51297
Theft of Bicycle,2019,8,3,9,46,13XX BROUGHTON ST,West End,489932.2252,5458835.74187
Theft of Bicycle,2019,10,6,3,0,13XX BURNABY ST,West End,490098.671124,5458842.0681
Theft of Bicycle,2019,8,28,0,0,13XX BURRARD ST,Central Business District,490410.331449,5458289.38162
Theft of Bicycle,2019,7,18,8,45,13XX CARTWRIGHT ST,Fairview,490176.020696,5457479.9642199995
Theft of Bicycle,2019,11,10,14,0,13XX CARTWRIGHT ST,Fairview,490176.020696,5457479.9642199995
Theft of Bicycle,2019,7,11,9,0,13XX DISCOVERY ST,West Point Grey,485255.42999499995,5458013.37091
Theft of Bicycle,2019,11,7,19,0,13XX E 33RD AVE,Kensington-Cedar Cottage,494332.616987,5454158.57476
Theft of Bicycle,2019,7,7,11,30,13XX FOUNTAIN WAY,Fairview,490225.636368,5457218.59617
Theft of Bicycle,2019,9,17,14,45,13XX FRANKLIN ST,Grandview-Woodland,494443.962199,5458831.19765
Theft of Bicycle,2019,7,1,0,0,13XX HARO ST,West End,490541.203683,5459331.60144
Theft of Bicycle,2019,7,12,19,0,13XX HOMER ST,Central Business District,490884.630679,5457917.27498
Theft of Bicycle,2019,8,1,0,0,13XX JERVIS ST,West End,489987.348983,5458693.37839
Theft of Bicycle,2019,8,7,12,5,13XX PACIFIC BLVD,Central Business District,491002.72401000006,5457849.57205
Theft of Bicycle,2019,9,14,12,29,13XX PENTICTON ST,Hastings-Sunrise,496219.05433400004,5457779.39495
Theft of Bicycle,2019,8,3,2,30,13XX RICHARDS ST,Central Business District,490835.98101899994,5457997.86222
Theft of Bicycle,2019,8,15,0,0,13XX RICHARDS ST,Central Business District,490835.98101899994,5457997.86222
Theft of Bicycle,2019,7,17,22,6,13XX SEYMOUR ST,Central Business District,490764.70108,5458062.75583
Theft of Bicycle,2019,10,8,9,0,13XX W 14TH AVE,Fairview,490168.565705,5456236.17973
Theft of Bicycle,2019,9,1,14,15,13XX W 15TH AVE,Fairview,490122.55106,5456142.95441
Theft of Bicycle,2019,10,11,20,0,13XX W 4TH AVE,Fairview,490188.94163500005,5457098.782430001
Theft of Bicycle,2019,7,17,16,30,13XX W BROADWAY AVE,Fairview,490150.32682899997,5456767.2151
Theft of Bicycle,2019,8,11,22,0,13XX W BROADWAY AVE,Fairview,490211.940632,5456765.4993199995
Theft of Bicycle,2019,9,18,8,30,13XX W BROADWAY AVE,Fairview,490211.940632,5456765.4993199995
Theft of Bicycle,2019,8,13,20,0,13XX W PENDER ST,Central Business District,490761.359033,5459636.447319999
Theft of Bicycle,2019,8,28,13,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2019,9,7,22,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2019,10,26,13,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2019,11,2,11,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2019,8,2,17,30,14XX ARBUTUS ST,Kitsilano,488894.95599399996,5457772.4579
Theft of Bicycle,2019,9,2,6,30,14XX BURNABY ST,West End,489961.27725200006,5458963.28423
Theft of Bicycle,2019,7,20,12,5,14XX CARTWRIGHT ST,Fairview,490107.725308,5457538.931340001
Theft of Bicycle,2019,8,26,21,0,14XX CARTWRIGHT ST,Fairview,490107.725308,5457538.931340001
Theft of Bicycle,2019,9,6,18,45,14XX CARTWRIGHT ST,Fairview,490107.725308,5457538.931340001
Theft of Bicycle,2019,8,31,10,26,14XX CREEKSIDE DR,Fairview,489764.40317700006,5457805.98176
Theft of Bicycle,2019,8,1,21,30,14XX E 13TH AVE,Kensington-Cedar Cottage,494530.960828,5456215.60877
Theft of Bicycle,2019,8,17,0,0,14XX E HASTINGS ST,Grandview-Woodland,494592.75389700005,5458736.01272
Theft of Bicycle,2019,7,14,15,0,14XX HARWOOD ST,West End,489903.79507399997,5458879.59406
Theft of Bicycle,2019,9,20,12,0,14XX HORNBY ST,Central Business District,490442.132342,5458169.450669999
Theft of Bicycle,2019,7,16,14,0,14XX HOWE ST,Central Business District,490452.651063,5458056.5607
Theft of Bicycle,2019,7,3,22,0,14XX LAMEYS MILL RD,Fairview,490007.694847,5457360.38808
Theft of Bicycle,2019,10,6,0,0,14XX LAMEYS MILL RD,Fairview,490007.694847,5457360.38808
Theft of Bicycle,2019,8,28,22,0,14XX LAMEYS MILL RD,Fairview,490032.10571599996,5457314.08737
Theft of Bicycle,2019,8,24,18,0,14XX NAPIER ST,Grandview-Woodland,494536.28596400004,5458023.59478
Theft of Bicycle,2019,8,2,15,9,14XX QUEBEC ST,Mount Pleasant,492586.25315500004,5457734.67662
Theft of Bicycle,2019,8,23,15,0,14XX QUEBEC ST,Mount Pleasant,492586.25315500004,5457734.67662
Theft of Bicycle,2019,10,28,14,15,14XX STATION ST,Strathcona,492871.6984979999,5457674.02933
Theft of Bicycle,2019,7,22,10,0,14XX W 13TH AVE,Fairview,490004.650233,5456350.67201
Theft of Bicycle,2019,11,2,0,0,14XX W 14TH AVE,Fairview,489967.98608100007,5456251.27818
Theft of Bicycle,2019,11,2,22,0,15XX E 10TH AVE,Kensington-Cedar Cottage,494705.371192,5456522.22618
Theft of Bicycle,2019,7,26,20,0,15XX E 1ST AVE,Grandview-Woodland,494714.056914,5457426.12124
Theft of Bicycle,2019,7,8,21,50,15XX E 5TH AVE,Grandview-Woodland,494696.873947,5457025.94317
Theft of Bicycle,2019,10,7,8,0,15XX E BROADWAY AVE,Kensington-Cedar Cottage,494772.816353,5456617.91846
Theft of Bicycle,2019,10,17,0,0,15XX HARO ST,West End,490319.224693,5459538.90281
Theft of Bicycle,2019,9,9,12,45,15XX HOWE ST,Central Business District,490413.33353,5458003.69084
Theft of Bicycle,2019,9,5,10,0,15XX ISLAND PARK WALK,Fairview,489999.96090299997,5457483.8372599995
Theft of Bicycle,2019,7,24,15,10,15XX MAIN ST,Mount Pleasant,492697.83316000004,5457658.40921
Theft of Bicycle,2019,9,3,13,30,15XX MAIN ST,Mount Pleasant,492697.83316000004,5457658.40921
Theft of Bicycle,2019,9,18,10,0,15XX NELSON ST,West End,490178.648471,5459366.73333
Theft of Bicycle,2019,8,9,18,30,15XX W 16TH AVE,Fairview,489808.1309,5456048.45115
